Nombre,Clase,Codigo,Sector|Economatica,Tipo de Activo,Bolsa / Fuente,Activo /|Cancelado,Máximo|15Nov19|ajust p/var cap|52 sem|en moneda orig,Mínimo|15Nov19|ajust p/var cap|52 sem|en moneda orig,Cierre|14Nov19|ajust p/var cap|en moneda orig,Cierre|15Nov19|ajust p/var cap|en moneda orig,Máximo|15Nov19|ajust p/var cap|en el Día|en moneda orig,Mínimo|15Nov19|ajust p/var cap|en el Día|en moneda orig,Retorno|del cierre|en 1 día|(de 14Nov19|hasta 15Nov19)|en moneda orig|ajust p/var cap,Retorno|del cierre|en 1 semana|(de 08Nov19|hasta 15Nov19)|en moneda orig|ajust p/var cap,Retorno|del cierre|en 1 mes|(de 15Oct19|hasta 15Nov19)|en moneda orig|ajust p/var cap,Retorno|del cierre|en 1 año|(de 15Nov18|hasta 15Nov19)|en moneda orig|ajust p/var cap,Retorno|del cierre|en el año|(de 31Dic18|hasta 15Nov19)|en moneda orig|ajust p/var cap,Cant Tit|15Nov19|ajust p/var cap|en el Día,UPA| Mas reciente| en moneda orig| de 12 meses| consolid:si*| ajust p/var cap,VLA| Mas reciente| en moneda orig| consolid:si*| ajust p/var cap,P/VL|15Nov19|en moneda orig|consolid:si*,P/U|15Nov19|en moneda orig|de 12 meses|consolid:si*,Fecha del Bal| Mas reciente| consolid:si*
Smith A O Corp,Com,AOS,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,981.8687095,877.911992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Sony Corp,Com,SNEN,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,1173,799.0950227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Soriana Organizacio,B,SORIANAB,Comercio,Accion,BMV,activo,30.10636474,17.93236714,22.92,22.54,23.2,22.51,-1.66,-5.13,-13.87,-17.91,-17.2,19330,1.891568889,34.95706944,0.6,11.9,9/30/2019
Spectrum Brands Hldg Inc,Com,SPB,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,904.86,904.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4/1/2018
Splunk Inc,Com,SPLK,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,2386.79,2169.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
Sports World,S,SPORTS,Otros,Accion,BMV,activo,21,16.2,-,-,-,-,-,-,-,-9.09,-12.83,-,-0.742545047,11.34196419,1.6,-24.2,9/30/2019
SPX Corp,Com,SPXC,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
"SPX Flow, Inc",Com,FLOW,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
"Square, Inc",Com A,SQ,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,1568,1100,-,1234,1234,1234,-,3.89,0.05,-16.57,11.17,3550,-,-,-,-,9/30/2019
Ss&C Technologies Hldg Inc,Com,SSNC,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,1127.032234,906.89012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Stag Industrial, Inc",Com,STAG,Fondos,"ADR,etc (emp extranj)",BMV,activo,586.5619202,456.166204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Stanley Black & Decker, Inc",Com,SWK,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,2893.3,2540.531641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
Stantec Inc,Com,STNN,Otros,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Starwood Property Trust, Inc",Com,STWD,Fondos,"ADR,etc (emp extranj)",BMV,activo,476.7,431.2782617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Stmicroelectronics Nv,Com,STMN,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,467.79,343.3091027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
Store Capital Corp,Com,STOR,Fondos,"ADR,etc (emp extranj)",BMV,activo,785.5,650.7125923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Stratasys Ltd.,Com,SSYSN,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,503.44,447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Stryker Corp,Com,SYK,Otros,"ADR,etc (emp extranj)",BMV,activo,4335.582989,2877.947498,-,-,-,-,-,-,-,17.11,34.23,-,-,-,-,-,9/30/2019
Suntrust Banks Inc,Com,STI,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,1365,1145.225754,1365,-,-,-,-,-,5.62,-,-,-,-,-,-,-,9/30/2019
SVB Financial Group,Com,SIVB,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,4502,3698.91,4502,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Synchrony Financial,Com,SYF,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,713.2,0,-,-,-,-,-,-,12.95,36.37,59.69,-,-,-,-,-,9/30/2019
Syngenta Ag,Com,SYTN,Química,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2017
"Synopsys, Inc",Com,SNPS,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,2910,2385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
Syntel Inc,Com,SYNT,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2018
Sysco Corp,Com,SYY,Comercio,"ADR,etc (emp extranj)",BMV,activo,1516.273515,1333.040153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
"Tailored Brands, Inc",Com,TLRD,Comercio,"ADR,etc (emp extranj)",BMV,activo,147.6038179,78.25,-,99.7,99.7,99.7,-,-5.59,-,-,-,9930,-,-,-,-,8/3/2019
Taiwan Semiconductor Manufacturing Co Ltd,Com,TSMN,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,1040,628.1345007,1013.4,-,-,-,-,0.39,4.37,-,51.2,-,-,-,-,-,6/30/2019
Tal Education Group,Com A,TALN,Otros,"ADR,etc (emp extranj)",BMV,activo,837.31,518.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8/31/2019
Tata Motors Ltd/Fi,Com,TTMN,Vehículos y Pieza,"ADR,etc (emp extranj)",BMV,activo,311,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3/31/2019
Te Connectivity Ltd.,Com,TELN,Comercio,"ADR,etc (emp extranj)",BMV,activo,1821.5,1455.205508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/27/2019
Teck Resources Ltd,Com B,TECKN,Minería,"ADR,etc (emp extranj)",BMV,activo,478.2109358,309.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Tecnicas Reunidas,Ord,TREN,-,"ADR,etc (emp extranj)",BMV,activo,479.93,470.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teekay Corp,Com,TKN,Transporte Servic,"ADR,etc (emp extranj)",BMV,activo,104.55,60.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
Teekay Corp,Com,TNK,Transporte Servic,"ADR,etc (emp extranj)",BMV,activo,not copied,not copied,not copied,not copied,not copied,not copied,-,-,-,-,-,not copied,-,-,-,-,6/30/2019
Telecom Argentina S.A.,Ord B,TEON,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,304.3884239,176.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Telekomunikasi,Com B,TLKN,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Telesites,A,SITESA,Telecomunicación,Accion,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-0.083129394,3.359063636,-,-,9/30/2019
Telesites,B-1,SITESB-1,Telecomunicación,Accion,BMV,activo,14.99,11.06,13.1,13.4,13.55,12.92,2.29,1.75,-2.97,11.76,14.14,1381493,-0.083129394,3.359063636,4,-161.2,9/30/2019
Televisa Gpo,CPO,TLEVISACPO,Telecomunicación,Accion,BMV,activo,59.41372613,28.98,44.34,43.32,44.75,43.26,-2.3,-1.95,1.64,-24.04,-11.33,900793,0.006619591,0.262044454,1.4,55.9,9/30/2019
Telus Corp,Com,TUN,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Tenaris S.A.,Ord,TS,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,246.219288,196.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
Tenedora Nemak,A,NEMAKA,Vehículos y Pieza,Accion,BMV,activo,14.77105564,6.95571357,9.22,9.27,9.4,9.03,0.54,-0.43,5.94,-33.18,-32.74,2259889,0.860142671,11.36709658,0.8,10.8,9/30/2019
"Teradyne, Inc",Com,TER,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,1279,697.6253686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/29/2019
Terra,13,TERRA13,Finanzas y Seguros,Accion,BMV,activo,33.05570272,20.51221849,31.76,31.3,32,31.05,-1.45,-1.04,2.88,38.73,47.69,300663,3.538212468,36.71746405,0.9,8.8,9/30/2019
"Tetra Tech, Inc",Com,TTEK,Otros,"ADR,etc (emp extranj)",BMV,activo,1747,1632,1718.79,-,-,-,-,-,3.9,-,-,-,-,-,-,-,6/30/2019
Teva Pharmaceutical Industries Ltd,Com,TEVAN,Química,"ADR,etc (emp extranj)",BMV,activo,448,128.6,184,196,196,194.75,6.52,18.79,45.19,-58.86,-35.36,608,-,-,-,-,9/30/2019
The Bank Of New York Mellon Corp,Com,BK,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,963.3852067,811.2509411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
The Howard Hughes Corp,Com,HHC,Fondos,"ADR,etc (emp extranj)",BMV,activo,1992.01,1992.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
The J. M. Smucker Company,Com,SJM,Alimentos y Beb,"ADR,etc (emp extranj)",BMV,activo,2220.48438,2024.185044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
The Kroger Co.,Com,KR,Comercio,"ADR,etc (emp extranj)",BMV,activo,615.3767524,392.6044961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8/17/2019
The Sherwin-Williams Company,Com,SHW,Comercio,"ADR,etc (emp extranj)",BMV,activo,11473.14,7473.136381,11470,-,-,-,-,-,6.09,34.53,53.48,-,-,-,-,-,9/30/2019
The Toro Company,Com,TTC,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8/2/2019
Tidewater Inc,Com,TDW,Transporte Servic,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Tim S.P.A.,Com,TIN,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3/31/2019
Timken Co,Com,TKR,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,1040.96,708.1366639,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
TMM Grupo,A,TMMA,Transporte Servic,Accion,BMV,activo,8.2,4.8,6.5,-,-,-,-,0,-4.97,-,-18.65,-,-0.829180312,19.38379263,0.3,-7.8,9/30/2019
"T-Mobile US, Inc",Com,TMUS,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,1578,1398.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Topbuild Corp,Com,BLD,Construcción,"ADR,etc (emp extranj)",BMV,activo,1953.4,1243.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Total S.A.,Com,TOTN,Petróleo y Gas,"ADR,etc (emp extranj)",BMV,activo,1085.417214,925.9410298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Toyota Motor Corp/,Com,TMN,Vehículos y Pieza,"ADR,etc (emp extranj)",BMV,activo,2632,2252.731022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Transdigm Group Inc,Com,TDG,Vehículos y Pieza,"ADR,etc (emp extranj)",BMV,activo,10576.25,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/29/2019
Trimble Inc,Com,TRMB,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,851.93,680.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/27/2019
"Tripadvisor, Inc",Com,TRIP,Otros,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Turkcell Iletisim Hizmetleri A S,Com,TKCN,Telecomunicación,"ADR,etc (emp extranj)",N.A.,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
TV Azteca,CPO,AZTECACPO,Telecomunicación,Accion,BMV,activo,2.46,0.71,0.86,0.839,0.86,0.831,-2.44,-9.3,0.84,-59.47,-63.84,1747514,-0.021295688,0.298552156,0.9,-13.1,9/30/2019
"Twenty-First Century Fox, Inc",Com A,FOX1,Otros,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12/31/2018
Twilio Inc,Com A,TWLO,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,2868,1519,1900,1905.76,1905.76,1905.76,0.3,6.71,-14.92,-,6.77,54,-,-,-,-,9/30/2019
"Tyler Technologies, Inc",Com,TYL,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,5187.8,4104.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Tyson Foods, Inc",Com A,TSN,Alimentos y Beb,"ADR,etc (emp extranj)",BMV,activo,1658.79,1606.9,-,-,-,-,-,-,3.23,-,-,-,-,-,-,-,9/28/2019
"Uber Technologies, Inc",Com,UBER,Otros,"ADR,etc (emp extranj)",BMV,activo,770.01,499.01,500,501,533,501,0.2,-3.84,-16.43,-,-,1381,-,-,-,-,9/30/2019
Ubs Group Ag,Com,UBSN,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,275,209.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"UDR, Inc",Com,UDR,Fondos,"ADR,etc (emp extranj)",BMV,activo,957.5,929.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Ulta Beauty, Inc",Com,ULTA,Comercio,"ADR,etc (emp extranj)",BMV,activo,6970.4,4393,4725,4712,4712,4704.3,-0.28,-,-,-,-,905,-,-,-,-,8/3/2019
Ultragenyx Pharmaceutical Inc,Com,RARE,Química,"ADR,etc (emp extranj)",BMV,activo,1194.5,841.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Under Armour, Inc",Com A,UAAC,Textil,"ADR,etc (emp extranj)",BMV,activo,426,417.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Unifin Financiera, S.A.B. de C.V.",A,UNIFINA,Otros,Accion,BMV,activo,46.99,29.7,30.45,30.89,31.06,30.3,1.44,-1.91,-9.07,-,-,328801,-,28.40087171,1.1,-,9/30/2019
Unilever Plc,Com,ULN,Química,"ADR,etc (emp extranj)",BMV,activo,1242.190059,0,1145,-,-,-,-,0.31,1.74,8,15.66,-,-,-,-,-,6/30/2019
Univar Solutions Inc,Com,UNVR,Comercio,"ADR,etc (emp extranj)",BMV,activo,443.5,392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Universal Health Services Inc,Com B,UHS,Otros,"ADR,etc (emp extranj)",BMV,activo,2898.9,2483.451138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Urbi Desarrollos,*,URBI,Construcción,Accion,BMV,activo,3.73,0.912694625,0.98,0.98,0.985,0.98,0,-4.85,-14.78,-69.54,-59.68,2206,-2.563966503,12.43485325,0.1,-0.4,9/30/2019
US Foods Holding Corp,Com,USFD,Comercio,"ADR,etc (emp extranj)",BMV,activo,834.66,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
Vail Resorts Inc,Com,MTN*,Otros,"ADR,etc (emp extranj)",BMV,activo,4690.841702,4550.615833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
"Valmont Industries, Inc",Com,VMI,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,2601.400298,2434.089079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
Value GF,O,VALUEGFO,Finanzas y Seguros,Accion,BMV,activo,119,80,-,-,-,-,-,-,-,-,-,-,1.402849669,31.77671661,2.7,60.9,9/30/2019
"Varian Medical Systems, Inc",Com,VAR,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,2758,2078,-,-,-,-,-,-,-,-,8.54,-,-,-,-,-,6/28/2019
Vasconia,*,VASCONI,Siderur & Metalur,Accion,BMV,activo,25.14,24,-,-,-,-,-,-,-,-,-,-,-0.124509556,18.88286717,-,-,9/30/2019
Veeva Systems Inc,Com A,VEEV,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,3375,2199.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
Verisign Inc,Com,VRSN,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,4129,2861,-,-,-,-,-,-,0.04,-,-,-,-,-,-,-,9/30/2019
Veritiv Corp,Com,VRTV,Comercio,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Vermilion Energy Inc.,Com,VETN,Petróleo y Gas,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Vesta,*,VESTA,Construcción,Accion,BMV,activo,33.44,22.77341125,33.04,32.94,33,32.72,-0.3,0.64,5.81,38.31,28.36,1229458,3.051126207,36.18654932,0.9,10.8,9/30/2019
Vinte Viviendas Integrales,*,VINTE,Construcción,Accion,BMV,activo,28.5061302,25.49965306,27.5,27.65,27.65,27.65,0.55,-0.07,0.91,2.69,0.21,1111,2.668144412,16.51299426,1.7,10.4,9/30/2019
Vipshop Holdings Ltd,Com A,VIPSN,Comercio,"ADR,etc (emp extranj)",BMV,activo,231.79,101.38,-,-,-,-,-,-,24.35,86.15,96.62,-,-,-,-,-,3/31/2019
Vista Oil & Gas,A,VISTAA,Petróleo y Gas,Accion,BMV,activo,199,79,105,106,106,103,0.95,1.92,-1.66,-31.61,-29.12,29354,14.22850076,146.5534399,0.7,7.4,9/30/2019
Vista Oil & Gas,C,VISTAC,Petróleo y Gas,Accion,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,14.22850076,146.5534399,-,-,9/30/2019
Vitro,A,VITROA,Minerales no Met,Accion,BMV,activo,54.34,39.5,43.35,-,-,-,-,-0.34,2.68,-15.51,-17.92,-,5.368489491,60.64715422,0.7,8.1,9/30/2019
"Vmware, Inc",Com A,VMW,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,3083,2877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8/2/2019
Vodafone Group Public Ltd Co,Com,VODN,Telecomunicación,"ADR,etc (emp extranj)",BMV,activo,413.0199029,285.8715063,-,-,-,-,-,-,-,12.43,-,-,-,-,-,-,9/30/2019
Volaris,A,VOLARA,Transporte Servic,Accion,BMV,activo,21.91,10.25,21.29,21.2,21.31,20.98,-0.42,0.19,4.07,68.92,102.29,214775,1.846154792,4.095593954,5.2,11.5,9/30/2019
Voxx Intl Corp,Com A,VOXX,Comercio,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8/31/2019
"Voyager Therapeutics, Inc",Com,VYGR,Química,"ADR,etc (emp extranj)",BMV,activo,514.8,286.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Wabco Hldg Inc,Com,WBC,Vehículos y Pieza,"ADR,etc (emp extranj)",N.A.,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Wal Mart de Mexico,*,WALMEX,Comercio,Accion,BMV,activo,59.87,45.40094401,55.2,54.67,55.25,54.25,-0.96,-2.71,-2.34,16.63,12.2,10265465,2.200740044,9.168453725,6,24.8,9/30/2019
Waters Corp,Com,WAT,Electroelectronic,"ADR,etc (emp extranj)",BMV,activo,4490.2,4047.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
Watts Water Technologies Inc,Com A,WTS,Siderur & Metalur,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/29/2019
Weibo Corp,Com A,WBN,Otros,"ADR,etc (emp extranj)",BMV,activo,1414,679,852,-,-,-,-,-18.08,-,-27.64,-26.6,-,-,-,-,-,6/30/2019
Westinghouse Air Brake Technologiescorp,Com,WAB,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,1518.915484,1248.071761,-,-,-,-,-,-,21.7,-,-,-,-,-,-,-,9/30/2019
Westrock Co,Com,WRK,Papel y Celulosa,"ADR,etc (emp extranj)",BMV,activo,813.3082648,671.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2018
Williams Sonoma Inc,Com,WSM,Comercio,"ADR,etc (emp extranj)",BMV,activo,1412,973.1144678,-,1412,1412,1397,-,-,8.29,-,-,3505,-,-,-,-,8/4/2019
Wipro Ltd,Com,WITN,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,76.22,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Wns (Holdings) Ltd,Com,WNSN,Otros,"ADR,etc (emp extranj)",BMV,activo,1228,814.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Workday, Inc",Com,WDAY,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,4306,3050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
"Worldpay, Inc",Com A,WP,Otros,"ADR,etc (emp extranj)",BMV,activo,2643.6,2551.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
Wpp Plc,Com,WPPN,Otros,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
Wright Medical Group N.V.,Com,WMGIN,Otros,"ADR,etc (emp extranj)",BMV,activo,564.85,420.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/29/2019
Xcel Energy Inc,Com,XEL,Energía Eléctrica,"ADR,etc (emp extranj)",BMV,activo,1358.088354,1110.65883,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Xpo Logistics, Inc",Com,XPO,Otros,"ADR,etc (emp extranj)",BMV,activo,1562,1395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Xylem Inc,Com,XYL,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,1610.95,1480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
"Yext, Inc",Com,YEXT,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,368.61,353.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7/31/2019
Yirendai Ltd.,Com,YRDN,Finanzas y Seguros,"ADR,etc (emp extranj)",BMV,activo,294.48,124.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
"Yum! Brands, Inc",Com,YUM,Otros,"ADR,etc (emp extranj)",BMV,activo,2337.09,1881.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Yy Inc.,Com A,YYN,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,1695.4,1032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Zai Lab Ltd,Com,ZLAB,Química,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2019
Zebra Technologies Corp,Com A,ZBRA,Maquinaria Indust,"ADR,etc (emp extranj)",BMV,activo,4750,4005.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2019
"Zendesk, Inc",Com,ZEN,Software y Datos,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Zimmer Biomet Hldg Inc,Com,ZBH,Otros,"ADR,etc (emp extranj)",BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Zoetis Inc,Com,ZTS,Química,"ADR,etc (emp extranj)",BMV,activo,2512.29233,2144.156984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9/30/2019
Angeld 10 (Indice Diario Doble),10,ANGELD10,-,ETF,BMV,activo,19.08,13.3,16.83,16.97,17,16.6,0.83,-1.85,1.62,2.72,4.56,31616,-,-,-,-,-
Brtrac 10 (Bmv Brasil 15),10,BRTRAC10,-,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Core Dividend Growth ETF,,DGRO,Otros,ETF,BMV,activo,784.8,646.3540317,-,784.8,784.8,784.8,-,0.93,-,-,-,999,-,-,-,-,-
Btc iShares Core MSCI Europe ETF,,IEUR,Otros,ETF,BMV,activo,922.99,873.754044,922.99,-,-,-,-,-,5.34,-,-,-,-,-,-,-,-
Btc iShares Currency Hedged MSCI Emu ETF,,HEZU,Otros,ETF,BMV,activo,620.2,487.4292941,-,620.2,620.2,620.2,-,-,3.64,18.11,26.54,612,-,-,-,-,-
Btc iShares Currency Hedged MSCI Japan ETF,,HEWJ,Otros,ETF,BMV,activo,642,531.6189355,636,636.34,637.85,636,0.05,-0.17,4.32,-,-,1064,-,-,-,-,-
Btc iShares Edge MSCI Multifactor Global ETF,,ACWF,-,ETF,BMV,activo,568.75,524.7384016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Edge MSCI Multifactor Intl ETF,,INTF,-,ETF,BMV,activo,508.4387797,485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Edge MSCI Multifactor USA ETF,,LRGF,-,ETF,BMV,activo,629.3090352,566.1691079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Exponential Technologies ETF,,XT,-,ETF,BMV,activo,800.65,664.35,789,-,-,-,-,0.77,3.61,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2019 Term Corporate ETF,,IBDK,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2020 Term Corporate ETF,,IBDL,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2021 Term Corporate ETF,,IBDM,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2022 Term Corporate ETF,,IBDN,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2023 Term Corporate ETF,,IBDO,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Btc iShares Ibonds Dec 2024 Term Corporate ETF,,IBDP,Otros,ETF,BMV,activo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
